year;port_name;nuclear_available_from_year;maturity_factor;allocation_share;allocated_new_ship_loadings;allocated_refuellings;allocated_total_service_events;allocated_initial_fuel_loading_tons;allocated_refueling_tons;allocated_fuel_throughput_tons;allocated_initial_fuel_loading_pebbles;allocated_refueling_pebbles;allocated_fuel_throughput_pebbles;allocated_fresh_fuel_storage_m3;allocated_spent_fuel_storage_m3;allocated_waste_m3;allocated_truckloads
2041;Hamburg;2038;1.0;0.2374429223744292;2.374429223744292;0.0;2.374429223744292;5.929889649923895;0.0;2.536434550989345;741236.2062404868;0.0;317054.31887366815;2095.795998089895;0.0;896.4499670661884;0.0
2041;Shanghai;2040;0.75;0.2054794520547945;2.054794520547945;0.0;2.054794520547945;5.131635273972601;0.0;2.194991438356164;641454.4092465752;0.0;274373.9297945205;1813.6696137316399;0.0;775.7740099611245;0.0
2041;Provideniya;2041;0.5;0.0730593607305936;0.730593607305936;0.0;0.730593607305936;1.824581430745814;0.0;0.7804414003044139;228072.67884322672;0.0;97555.17503805173;644.8603071045831;0.0;275.8307590972887;0.0
2042;Rotterdam;2037;1.0;0.21487603305785122;2.5785123966942147;0.21487603305785122;2.7933884297520657;6.874354338842973;0.19585055096418735;3.6702393250688696;859294.2923553716;24481.318870523417;458779.9156336087;2498.8166708841886;69.21929836244298;1297.1696513121808;0.0
2042;Singapore;2038;1.0;0.22314049586776857;2.677685950413223;0.22314049586776857;2.9008264462809916;7.138752582644626;0.20338326446280994;3.811402376033057;892344.0728305782;25422.90805785124;476425.2970041321;2594.925004379734;71.88157906869078;1347.0607917472646;0.0
2042;Hamburg;2038;1.0;0.21487603305785122;2.5785123966942147;0.21487603305785122;2.7933884297520657;6.874354338842973;0.19585055096418735;3.6702393250688696;859294.2923553716;24481.318870523417;458779.9156336087;2498.8166708841886;69.21929836244298;1297.1696513121808;0.0
2042;Shanghai;2040;1.0;0.24793388429752064;2.975206611570248;0.24793388429752064;3.2231404958677685;7.931947314049585;0.22598140495867772;4.234891528925619;991493.414256198;28247.675619834714;529361.4411157024;2883.2500048663715;79.86842118743421;1496.7342130525162;0.0
2042;Provideniya;2041;0.75;0.09917355371900827;1.1900826446280992;0.09917355371900827;1.2892561983471076;3.172778925619834;0.09039256198347109;1.6939566115702478;396597.36570247926;11299.070247933887;211744.57644628096;1153.3000019465487;31.947368474973686;598.6936852210066;0.0
2043;Rotterdam;2037;1.0;0.20800000000000002;4.368;0.6240000000000001;4.992000000000001;11.602500000000004;1.9337500000000005;5.873291666666668;1450312.5000000005;241718.75000000003;734161.4583333334;4784.105650179922;750.4479451262619;2075.792619643892;0.0
2043;Singapore;2038;1.0;0.21600000000000003;4.5360000000000005;0.6480000000000001;5.184000000000001;12.048750000000004;2.0081250000000006;6.099187500000001;1506093.7500000005;251015.62500000003;762398.4375000001;4968.109713648381;779.3113276311182;2155.6307973225034;0.0
2043;Hamburg;2038;1.0;0.20800000000000002;4.368;0.6240000000000001;4.992000000000001;11.602500000000004;1.9337500000000005;5.873291666666668;1450312.5000000005;241718.75000000003;734161.4583333334;4784.105650179922;750.4479451262619;2075.792619643892;0.0
2043;Shanghai;2040;1.0;0.24;5.04;0.72;5.76;13.387500000000003;2.23125;6.776875;1673437.5000000005;278906.25;847109.375;5520.121904053756;865.9014751456867;2395.1453303583367;0.0
2043;Provideniya;2041;1.0;0.128;2.688;0.384;3.072;7.140000000000002;1.1900000000000002;3.6143333333333336;892500.0000000002;148750.0;451791.6666666667;2944.065015495337;461.8141200776996;1277.4108428577797;0.0
2044;Rotterdam;2037;1.0;0.20800000000000002;7.696000000000001;0.41600000000000004;8.112;20.13754166666667;0.6825000000000001;9.900800000000002;2517192.7083333326;85312.50000000003;1237600.0;7358.410119086253;991.6633560597032;3499.2315612744546;0.0
